Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Acid,Acid SMILES,Acid Conc (M),Amine,Amine SMILES,Amine Conc (M),Product,Product SMILES,Catalyst 1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand 1,Ligand1 SMILES,Ligand1 Conc (M),Catalyst 2,Catalyst2 SMILES,Catalyst2 Conc (M),Base/Acid,Base/Acid SMILES,Base/Acid Conc (M),Reductant/Oxidant,Reductant/Oxidant SMILES,Reductant/Oxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,number,Output Value
zz-19,96,25,30 W blue LED,zz191104,E,8,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,EOSIN Y,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OC(=O)c5ccccc45)c1Br,0.002,"1,8-DIAZABICYCLO[5.4.0]UNDEC-7-ENE",C1CCN2CCCN=C2CC1,0.2,,,,,,,MeCN,,,,UPLC-MS,157,0
zz-19,96,25,30 W blue LED,zz191104,F,8,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,EOSIN Y,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OC(=O)c5ccccc45)c1Br,0.002,"1,8-DIAZABICYCLO[5.4.0]UNDEC-7-ENE",C1CCN2CCCN=C2CC1,0.2,,,,,,,MeCN,,,,UPLC-MS,158,0
zz-19,96,25,30 W blue LED,zz191104,G,8,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[O+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.002,"1,8-DIAZABICYCLO[5.4.0]UNDEC-7-ENE",C1CCN2CCCN=C2CC1,0.2,,,,,,,MeCN,,,,UPLC-MS,159,0
zz-19,96,25,30 W blue LED,zz191104,H,8,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[O+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.002,"1,8-DIAZABICYCLO[5.4.0]UNDEC-7-ENE",C1CCN2CCCN=C2CC1,0.2,,,,,,,MeCN,,,,UPLC-MS,160,0
zz-19,96,25,30 W blue LED,zz191104,A,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,(IR[DF(CF3)PPY]2(DTBPY))PF6,CC(C)(C1=CC(C2=CC(C(C)(C)C)=CC=N2)=NC=C1)C.F[P-](F)(F)(F)(F)F.FC3=CC(F)=C(C4=NC=C(C=C4)C(F)(F)F)[C-]=C3.FC(F)(F)C5=CC=C(C6=[C-]C=C(F)C=C6F)N=C5.[Ir+3],0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,161,0
zz-19,96,25,30 W blue LED,zz191104,B,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,(IR[DF(CF3)PPY]2(DTBPY))PF6,CC(C)(C1=CC(C2=CC(C(C)(C)C)=CC=N2)=NC=C1)C.F[P-](F)(F)(F)(F)F.FC3=CC(F)=C(C4=NC=C(C=C4)C(F)(F)F)[C-]=C3.FC(F)(F)C5=CC=C(C6=[C-]C=C(F)C=C6F)N=C5.[Ir+3],0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,162,0
zz-19,96,25,30 W blue LED,zz191104,C,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,"TRIS(2,2'-BIPYRIDINE)RUTHENIUM(II) HEXAFLUOROPHOSPHATE",C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2],0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,163,0
zz-19,96,25,30 W blue LED,zz191104,D,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,"TRIS(2,2'-BIPYRIDINE)RUTHENIUM(II) HEXAFLUOROPHOSPHATE",C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2],0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,164,0
zz-19,96,25,30 W blue LED,zz191104,E,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,EOSIN Y,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OC(=O)c5ccccc45)c1Br,0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,165,0
zz-19,96,25,30 W blue LED,zz191104,F,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,EOSIN Y,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OC(=O)c5ccccc45)c1Br,0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,166,0
zz-19,96,25,30 W blue LED,zz191104,G,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[O+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,167,0
zz-19,96,25,30 W blue LED,zz191104,H,9,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[O+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.002,"1,4-DIAZABICYCLO(2.2.2)OCTANE",C1CN2CCN1CC2,0.2,,,,,,,MeCN,,,,UPLC-MS,168,0
zz-19,96,25,30 W blue LED,zz191104,A,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,(IR[DF(CF3)PPY]2(DTBPY))PF6,CC(C)(C1=CC(C2=CC(C(C)(C)C)=CC=N2)=NC=C1)C.F[P-](F)(F)(F)(F)F.FC3=CC(F)=C(C4=NC=C(C=C4)C(F)(F)F)[C-]=C3.FC(F)(F)C5=CC=C(C6=[C-]C=C(F)C=C6F)N=C5.[Ir+3],0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,169,0
zz-19,96,25,30 W blue LED,zz191104,B,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,(IR[DF(CF3)PPY]2(DTBPY))PF6,CC(C)(C1=CC(C2=CC(C(C)(C)C)=CC=N2)=NC=C1)C.F[P-](F)(F)(F)(F)F.FC3=CC(F)=C(C4=NC=C(C=C4)C(F)(F)F)[C-]=C3.FC(F)(F)C5=CC=C(C6=[C-]C=C(F)C=C6F)N=C5.[Ir+3],0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,170,0
zz-19,96,25,30 W blue LED,zz191104,C,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,"TRIS(2,2'-BIPYRIDINE)RUTHENIUM(II) HEXAFLUOROPHOSPHATE",C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2],0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,171,0
zz-19,96,25,30 W blue LED,zz191104,D,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,"TRIS(2,2'-BIPYRIDINE)RUTHENIUM(II) HEXAFLUOROPHOSPHATE",C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2],0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,172,0
zz-19,96,25,30 W blue LED,zz191104,E,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,EOSIN Y,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OC(=O)c5ccccc45)c1Br,0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,173,0
zz-19,96,25,30 W blue LED,zz191104,F,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,EOSIN Y,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OC(=O)c5ccccc45)c1Br,0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,174,0
zz-19,96,25,30 W blue LED,zz191104,G,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[O+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,175,0
zz-19,96,25,30 W blue LED,zz191104,H,10,BOC-L-PROLINE,CC(C)(C)OC(=O)N1CCCC1C(O)=O,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,4-4'-DIMETHOXY-2-2'-BIPYRIDINE,COc1ccnc(c1)c2cc(OC)ccn2,0.03,"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[O+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.002,"2-TERT-BUTYL-1,1,3,3-TETRAMETHYLGUANIDINE",CN(C)/C(N(C)C)=N\C(C)(C)C,0.2,,,,,,,MeCN,,,,UPLC-MS,176,0
zz-19,96,25,30 W blue LED,zz191104,A,11,Boc-Proline NHPI Ester,O=C(ON1C(C(C=CC=C2)=C2C1=O)=O)C3N(C(OC(C)(C)C)=O)CCC3,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,(IR[DF(CF3)PPY]2(DTBPY))PF6,CC(C)(C1=CC(C2=CC(C(C)(C)C)=CC=N2)=NC=C1)C.F[P-](F)(F)(F)(F)F.FC3=CC(F)=C(C4=NC=C(C=C4)C(F)(F)F)[C-]=C3.FC(F)(F)C5=CC=C(C6=[C-]C=C(F)C=C6F)N=C5.[Ir+3],0.002,,,,ZINC,[Zn],0.2,,,,MeCN,,,,UPLC-MS,177,0
zz-19,96,25,30 W blue LED,zz191104,B,11,Boc-Proline NHPI Ester,O=C(ON1C(C(C=CC=C2)=C2C1=O)=O)C3N(C(OC(C)(C)C)=O)CCC3,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,(IR[DF(CF3)PPY]2(DTBPY))PF6,CC(C)(C1=CC(C2=CC(C(C)(C)C)=CC=N2)=NC=C1)C.F[P-](F)(F)(F)(F)F.FC3=CC(F)=C(C4=NC=C(C=C4)C(F)(F)F)[C-]=C3.FC(F)(F)C5=CC=C(C6=[C-]C=C(F)C=C6F)N=C5.[Ir+3],0.002,,,,ZINC,[Zn],0.2,,,,MeCN,,,,UPLC-MS,178,0
zz-19,96,25,30 W blue LED,zz191104,C,11,Boc-Proline NHPI Ester,O=C(ON1C(C(C=CC=C2)=C2C1=O)=O)C3N(C(OC(C)(C)C)=O)CCC3,0.1,"1-benzyl-2,4,6-triphenylpyridin-1-ium tetrafluoroborate",C1(C[N+]2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=CC=CC=C1,0.1,tert-butyl 2-benzylpyrrolidine-1-carboxylate,CC(OC(N1CCCC1CC2=CC=CC=C2)=O)(C)C,NICKEL(II) ACETYLACETONATE,CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni],0.02,"4,4'-DI-TERT-BUTYL-2,2'-DIPYRIDYL",CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,0.03,"TRIS(2,2'-BIPYRIDINE)RUTHENIUM(II) HEXAFLUOROPHOSPHATE",C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2],0.002,,,,ZINC,[Zn],0.2,,,,MeCN,,,,UPLC-MS,179,0
